brand,brand_url,model,repair_type,price,timestamp,repair_type_matched,source_score,device_name,device_clean,repair_name,repair_clean,device_score,repair_score,price_clean,median_price,is_outlier,match_score,final_score,device_standard,repair_standard
Samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,GALAXY S21 ULTRA 5G,Batterie,69.9,2026-04-05T12:35:07+00:00,True,0.5,samsung galaxy s21 ultra 5g,samsung galaxy s21 ultra 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s21 ultra 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,GALAXY S21 ULTRA 5G,Diagnostique,19.9,2026-04-05T12:35:07+00:00,False,0.5,samsung galaxy s21 ultra 5g,samsung galaxy s21 ultra 5g,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s21 ultra 5g,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,GALAXY S21 ULTRA 5G,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:35:07+00:00,False,0.5,samsung galaxy s21 ultra 5g,samsung galaxy s21 ultra 5g,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s21 ultra 5g,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,GALAXY S21 ULTRA 5G,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:35:07+00:00,False,0.5,samsung galaxy s21 ultra 5g,samsung galaxy s21 ultra 5g,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s21 ultra 5g,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Module Afficheur,249.89999999999998,2026-04-05T12:35:36+00:00,False,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,module afficheur,module afficheur,1.0,1.0,249.89999999999998,59.9,True,1.3,0.0,samsung galaxy s21 5g,module afficheur
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Batterie,69.9,2026-04-05T12:35:36+00:00,True,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s21 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Batterie,79.9,2026-04-05T12:35:36+00:00,True,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,battery,battery,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s21 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Bouton ON/OFF,49.9,2026-04-05T12:35:36+00:00,True,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,bouton on/off,bouton onoff,1.0,0.96,49.9,59.9,False,1.28,0.64,samsung galaxy s21 5g,bouton on/off
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Façade arrière,149.9,2026-04-05T12:35:36+00:00,True,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,façade arrière,faade arrire,1.0,0.9230769230769231,149.9,59.9,True,1.2615384615384615,0.0,samsung galaxy s21 5g,façade arrière
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Camèra Frontale,69.9,2026-04-05T12:35:36+00:00,False,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,camèra frontale,camra frontale,1.0,0.9655172413793104,69.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s21 5g,camèra frontale
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Haut parleur,49.9,2026-04-05T12:35:36+00:00,True,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s21 5g,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Batterie,69.9,2026-04-05T12:35:36+00:00,True,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s21 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Diagnostique,19.9,2026-04-05T12:35:36+00:00,False,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s21 5g,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:35:36+00:00,False,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s21 5g,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,GALAXY S21 5G,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:35:36+00:00,False,0.5,samsung galaxy s21 5g,samsung galaxy s21 5g,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s21 5g,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Module Afficheur,189.9,2026-04-05T12:36:11+00:00,False,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,module afficheur,module afficheur,1.0,1.0,189.9,59.9,True,1.3,0.0,samsung galaxy s20 fe 5g,module afficheur
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Batterie,69.9,2026-04-05T12:36:11+00:00,True,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20 fe 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Batterie,69.9,2026-04-05T12:36:11+00:00,True,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20 fe 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Connecteur de charge,49.9,2026-04-05T12:36:11+00:00,True,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,connecteur de charge,connecteur de charge,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20 fe 5g,connecteur de charge
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Camèra Frontale,69.9,2026-04-05T12:36:11+00:00,False,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,camèra frontale,camra frontale,1.0,0.9655172413793104,69.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s20 fe 5g,camèra frontale
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Haut parleur,49.9,2026-04-05T12:36:11+00:00,True,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20 fe 5g,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Façade arrière,69.9,2026-04-05T12:36:11+00:00,True,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,façade arrière,faade arrire,1.0,0.9230769230769231,69.9,59.9,False,1.2615384615384615,0.6307692307692307,samsung galaxy s20 fe 5g,façade arrière
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Diagnostique,19.9,2026-04-05T12:36:11+00:00,False,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s20 fe 5g,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:36:11+00:00,False,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s20 fe 5g,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,GALAXY S20 FE 5G,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:36:11+00:00,False,0.5,samsung galaxy s20 fe 5g,samsung galaxy s20 fe 5g,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s20 fe 5g,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Module Afficheur,189.9,2026-04-05T12:37:05+00:00,False,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,module afficheur,module afficheur,1.0,1.0,189.9,59.9,True,1.3,0.0,samsung galaxy s20 fe,module afficheur
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Batterie,59.9,2026-04-05T12:37:05+00:00,True,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,battery,battery,1.0,1.0,59.9,59.9,False,1.3,0.65,samsung galaxy s20 fe,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Batterie,69.9,2026-04-05T12:37:05+00:00,True,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20 fe,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Camèra Frontale,69.9,2026-04-05T12:37:05+00:00,False,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,camèra frontale,camra frontale,1.0,0.9655172413793104,69.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s20 fe,camèra frontale
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Haut parleur,49.9,2026-04-05T12:37:05+00:00,True,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20 fe,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Façade arrière,69.9,2026-04-05T12:37:05+00:00,True,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,façade arrière,faade arrire,1.0,0.9230769230769231,69.9,59.9,False,1.2615384615384615,0.6307692307692307,samsung galaxy s20 fe,façade arrière
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Connecteur de charge,49.9,2026-04-05T12:37:05+00:00,True,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,connecteur de charge,connecteur de charge,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20 fe,connecteur de charge
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Diagnostique,19.9,2026-04-05T12:37:05+00:00,False,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s20 fe,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:37:05+00:00,False,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s20 fe,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,GALAXY S20 FE,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:37:05+00:00,False,0.5,samsung galaxy s20 fe,samsung galaxy s20 fe,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s20 fe,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Module Afficheur,219.9,2026-04-05T12:38:38+00:00,False,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,module afficheur,module afficheur,1.0,1.0,219.9,59.9,True,1.3,0.0,samsung galaxy s10 lite,module afficheur
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Batterie,49.9,2026-04-05T12:38:38+00:00,True,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,battery,battery,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s10 lite,battery
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Batterie,49.9,2026-04-05T12:38:38+00:00,True,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,battery,battery,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s10 lite,battery
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Haut parleur,49.9,2026-04-05T12:38:38+00:00,True,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s10 lite,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Micro,29.9,2026-04-05T12:38:38+00:00,True,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,micro,micro,1.0,1.0,29.9,59.9,True,1.3,0.0,samsung galaxy s10 lite,micro
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Remplacement Camera Avant Galaxy A71,79.9,2026-04-05T12:38:38+00:00,False,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,camera,camera,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s10 lite,camera
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Haut parleur,49.9,2026-04-05T12:38:38+00:00,True,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s10 lite,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Carte Secondaire,49.9,2026-04-05T12:38:38+00:00,False,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,carte secondaire,carte secondaire,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s10 lite,carte secondaire
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Nappe de connexion centrale,129.9,2026-04-05T12:38:38+00:00,True,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,nappe de connexion centrale,nappe de connexion centrale,1.0,1.0,129.9,59.9,True,1.3,0.0,samsung galaxy s10 lite,nappe de connexion centrale
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Diagnostique,19.9,2026-04-05T12:38:38+00:00,False,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s10 lite,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:38:38+00:00,False,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s10 lite,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,GALAXY S10 LITE,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:38:38+00:00,False,0.5,samsung galaxy s10 lite,samsung galaxy s10 lite,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s10 lite,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Module Afficheur,249.89999999999998,2026-04-05T12:39:24+00:00,False,0.5,samsung galaxy s20,samsung galaxy s20,module afficheur,module afficheur,1.0,1.0,249.89999999999998,59.9,True,1.3,0.0,samsung galaxy s20,module afficheur
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Batterie,69.9,2026-04-05T12:39:24+00:00,True,0.5,samsung galaxy s20,samsung galaxy s20,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Batterie,69.9,2026-04-05T12:39:24+00:00,True,0.5,samsung galaxy s20,samsung galaxy s20,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Bouton ON/OFF,49.9,2026-04-05T12:39:24+00:00,True,0.5,samsung galaxy s20,samsung galaxy s20,bouton on/off,bouton onoff,1.0,0.96,49.9,59.9,False,1.28,0.64,samsung galaxy s20,bouton on/off
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Remplacement Camera Avant Galaxy S20,79.9,2026-04-05T12:39:24+00:00,False,0.5,samsung galaxy s20,samsung galaxy s20,camera,camera,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s20,camera
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Caméra Arriére,159.9,2026-04-05T12:39:24+00:00,False,0.5,samsung galaxy s20,samsung galaxy s20,camera,camera,1.0,1.0,159.9,59.9,True,1.3,0.0,samsung galaxy s20,camera
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Connecteur de charge,79.9,2026-04-05T12:39:24+00:00,True,0.5,samsung galaxy s20,samsung galaxy s20,connecteur de charge,connecteur de charge,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s20,connecteur de charge
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Haut parleur,49.9,2026-04-05T12:39:24+00:00,True,0.5,samsung galaxy s20,samsung galaxy s20,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Diagnostique,19.9,2026-04-05T12:39:24+00:00,False,0.5,samsung galaxy s20,samsung galaxy s20,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s20,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:39:24+00:00,False,0.5,samsung galaxy s20,samsung galaxy s20,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s20,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,GALAXY S20,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:39:24+00:00,False,0.5,samsung galaxy s20,samsung galaxy s20,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s20,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Module Afficheur,249.89999999999998,2026-04-05T12:39:42+00:00,False,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,module afficheur,module afficheur,1.0,1.0,249.89999999999998,59.9,True,1.3,0.0,samsung galaxy s20 5g,module afficheur
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Batterie,69.9,2026-04-05T12:39:42+00:00,True,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Batterie,69.9,2026-04-05T12:39:42+00:00,True,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,battery,battery,1.0,1.0,69.9,59.9,False,1.3,0.65,samsung galaxy s20 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Remplacement Camera Avant Galaxy S20,79.9,2026-04-05T12:39:42+00:00,False,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,camera,camera,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s20 5g,camera
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Caméra Arriére,159.9,2026-04-05T12:39:42+00:00,False,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,camera,camera,1.0,1.0,159.9,59.9,True,1.3,0.0,samsung galaxy s20 5g,camera
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Connecteur de charge,79.9,2026-04-05T12:39:42+00:00,True,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,connecteur de charge,connecteur de charge,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s20 5g,connecteur de charge
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Diagnostique,19.9,2026-04-05T12:39:42+00:00,False,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s20 5g,diagnostique
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:39:42+00:00,False,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,désoxydation galaxy a8 2018,dsoxydation galaxy a8 2018,1.0,0.9811320754716981,79.9,59.9,False,1.290566037735849,0.6452830188679245,samsung galaxy s20 5g,désoxydation galaxy a8 2018
Samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,GALAXY S20 5G,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:39:42+00:00,False,0.5,samsung galaxy s20 5g,samsung galaxy s20 5g,mise à jour logiciel lumia 535,mise jour logiciel lumia 535,1.0,0.9655172413793104,39.9,59.9,False,1.282758620689655,0.6413793103448275,samsung galaxy s20 5g,mise à jour logiciel lumia 535
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Ecran,319.9,2026-04-05T12:39:55+00:00,False,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,ecran,ecran,1.0,1.0,319.9,59.9,True,1.3,0.0,samsung galaxy s20 ultra 5g,ecran
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Batterie,89.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,battery,battery,1.0,1.0,89.9,59.9,True,1.3,0.0,samsung galaxy s20 ultra 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Batterie,59.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,battery,battery,1.0,1.0,59.9,59.9,False,1.3,0.65,samsung galaxy s20 ultra 5g,battery
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Bouton ON/OFF,49.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,bouton on/off,bouton onoff,1.0,0.96,49.9,59.9,False,1.28,0.64,samsung galaxy s20 ultra 5g,bouton on/off
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Micro,49.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,micro,micro,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20 ultra 5g,micro
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Remplacement Camera Avant Galaxy S20 Ultra,109.9,2026-04-05T12:39:55+00:00,False,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,camera,camera,1.0,1.0,109.9,59.9,True,1.3,0.0,samsung galaxy s20 ultra 5g,camera
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Haut parleur,49.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,haut parleur,haut parleur,1.0,1.0,49.9,59.9,False,1.3,0.65,samsung galaxy s20 ultra 5g,haut parleur
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Appareil photo arrière,289.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,appareil photo arrière,appareil photo arrire,1.0,0.9767441860465116,289.9,59.9,True,1.2883720930232558,0.0,samsung galaxy s20 ultra 5g,appareil photo arrière
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Connecteur de charge,79.9,2026-04-05T12:39:55+00:00,True,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,connecteur de charge,connecteur de charge,1.0,1.0,79.9,59.9,False,1.3,0.65,samsung galaxy s20 ultra 5g,connecteur de charge
Samsung,https://save.co/reparation/samsung/galaxy-s20-ultra-5g?shop=DT060,GALAXY S20 ULTRA 5G,Diagnostique,19.9,2026-04-05T12:39:55+00:00,False,0.5,samsung galaxy s20 ultra 5g,samsung galaxy s20 ultra 5g,diagnostique,diagnostique,1.0,1.0,19.9,59.9,True,1.3,0.0,samsung galaxy s20 ultra 5g,diagnostique
