brand,brand_url,model,repair_type,price,timestamp,repair_type_matched
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Ecouteur,39.9,2026-04-05T12:41:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Haut parleur,49.9,2026-04-05T12:41:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Façade arrière,99.9,2026-04-05T12:41:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Appareil photo avant,69.9,2026-04-05T12:41:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Connecteur de charge,79.9,2026-04-05T12:41:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Diagnostique,19.9,2026-04-05T12:41:57+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:41:57+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s8-plus?shop=DT060,GALAXY S8 PLUS,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:41:57+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Module Afficheur,149.9,2026-04-05T12:42:10+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Batterie,49.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Batterie,69.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Ecouteur,49.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Vibreur,29.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Bouton volume,29.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Bouton ON/OFF,49.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Remplacement Camera Avant Galaxy S6 Edge Plus,89.9,2026-04-05T12:42:10+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Appareil photo arrière,79.9,2026-04-05T12:42:10+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Diagnostique,19.9,2026-04-05T12:42:10+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:42:10+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge-plus?shop=DT060,GALAXY S6 EDGE PLUS,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:42:10+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Remplacement Ecran Galaxy S6 Noir,159.9,2026-04-05T12:42:24+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Batterie,49.9,2026-04-05T12:42:24+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Batterie,59.9,2026-04-05T12:42:24+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Vibreur,29.9,2026-04-05T12:42:24+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Remplacement Camera Avant Galaxy S6 Edge,49.9,2026-04-05T12:42:24+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Bouton ON/OFF,49.9,2026-04-05T12:42:24+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Ecouteur,39.9,2026-04-05T12:42:24+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Appareil photo arrière,69.9,2026-04-05T12:42:24+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Carte Secondaire,69.9,2026-04-05T12:42:24+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Diagnostique,19.9,2026-04-05T12:42:24+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:42:24+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6?shop=DT060,GALAXY S6,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:42:24+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Remplacement Ecran Galaxy S6 Edge Noir,139.9,2026-04-05T12:42:38+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Batterie,69.9,2026-04-05T12:42:38+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Batterie,49.9,2026-04-05T12:42:38+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Vibreur,29.9,2026-04-05T12:42:38+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Bouton ON/OFF,49.9,2026-04-05T12:42:38+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Remplacement Camera Avant Galaxy S6 Edge,49.9,2026-04-05T12:42:38+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Bouton volume,49.9,2026-04-05T12:42:38+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Carte Secondaire,49.9,2026-04-05T12:42:38+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Appareil photo arrière,89.9,2026-04-05T12:42:38+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Diagnostique,19.9,2026-04-05T12:42:38+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:42:38+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-s6-edge?shop=DT060,GALAXY S6 EDGE,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:42:38+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7?shop=DT060,GALAXY Z FLIP7,Module Afficheur,439.9,2026-04-05T12:42:53+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7?shop=DT060,GALAXY Z FLIP7,Batterie,89.9,2026-04-05T12:42:53+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7?shop=DT060,GALAXY Z FLIP7,Caméra Arriére,109.9,2026-04-05T12:42:53+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7?shop=DT060,GALAXY Z FLIP7,Appareil photo avant,79.9,2026-04-05T12:42:53+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7?shop=DT060,GALAXY Z FLIP7,Connecteur de charge,69.9,2026-04-05T12:42:53+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7?shop=DT060,GALAXY Z FLIP7,Haut parleur,59.9,2026-04-05T12:42:53+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7-fe?shop=DT060,GALAXY Z FLIP7 FE,Module Afficheur,439.9,2026-04-05T12:43:03+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7-fe?shop=DT060,GALAXY Z FLIP7 FE,Batterie,89.9,2026-04-05T12:43:03+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7-fe?shop=DT060,GALAXY Z FLIP7 FE,Connecteur de charge,69.9,2026-04-05T12:43:03+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7-fe?shop=DT060,GALAXY Z FLIP7 FE,Caméra Arriére,109.9,2026-04-05T12:43:03+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip7-fe?shop=DT060,GALAXY Z FLIP7 FE,Appareil photo avant,79.9,2026-04-05T12:43:03+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold7?shop=DT060,GALAXY Z FOLD7,Module Afficheur,789.9,2026-04-05T12:43:12+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold7?shop=DT060,GALAXY Z FOLD7,Batterie,89.9,2026-04-05T12:43:12+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold7?shop=DT060,GALAXY Z FOLD7,Appareil photo avant,79.9,2026-04-05T12:43:12+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold7?shop=DT060,GALAXY Z FOLD7,Caméra Arriére,109.9,2026-04-05T12:43:12+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold7?shop=DT060,GALAXY Z FOLD7,Haut parleur,69.9,2026-04-05T12:43:12+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold7?shop=DT060,GALAXY Z FOLD7,Connecteur de charge,69.9,2026-04-05T12:43:12+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip6?shop=DT060,GALAXY Z FLIP6,Module Afficheur,439.9,2026-04-05T12:43:21+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip6?shop=DT060,GALAXY Z FLIP6,Batterie,89.9,2026-04-05T12:43:21+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip6?shop=DT060,GALAXY Z FLIP6,Haut parleur,59.9,2026-04-05T12:43:21+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip6?shop=DT060,GALAXY Z FLIP6,Appareil photo avant,79.9,2026-04-05T12:43:21+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip6?shop=DT060,GALAXY Z FLIP6,Caméra Arriére,109.9,2026-04-05T12:43:21+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip6?shop=DT060,GALAXY Z FLIP6,Connecteur de charge,69.9,2026-04-05T12:43:21+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold6?shop=DT060,GALAXY Z FOLD6,Module Afficheur,789.9,2026-04-05T12:43:28+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold6?shop=DT060,GALAXY Z FOLD6,Batterie,89.9,2026-04-05T12:43:28+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold6?shop=DT060,GALAXY Z FOLD6,Connecteur de charge,69.9,2026-04-05T12:43:28+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold6?shop=DT060,GALAXY Z FOLD6,Appareil photo avant,79.9,2026-04-05T12:43:28+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold6?shop=DT060,GALAXY Z FOLD6,Caméra Arriére,109.9,2026-04-05T12:43:28+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold6?shop=DT060,GALAXY Z FOLD6,Haut parleur,69.9,2026-04-05T12:43:28+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5?shop=DT060,GALAXY Z FOLD5,Module Afficheur,779.9,2026-04-05T12:43:37+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5?shop=DT060,GALAXY Z FOLD5,Batterie,89.9,2026-04-05T12:43:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5?shop=DT060,GALAXY Z FOLD5,Appareil photo avant,79.9,2026-04-05T12:43:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5?shop=DT060,GALAXY Z FOLD5,Caméra Arriére,119.9,2026-04-05T12:43:37+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5?shop=DT060,GALAXY Z FOLD5,Connecteur de charge,79.9,2026-04-05T12:43:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5?shop=DT060,GALAXY Z FOLD5,Haut parleur,59.9,2026-04-05T12:43:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Module Afficheur,469.9,2026-04-05T12:43:47+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Batterie,89.9,2026-04-05T12:43:47+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Batterie,109.9,2026-04-05T12:43:47+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Haut parleur,59.9,2026-04-05T12:43:47+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Connecteur de charge,69.9,2026-04-05T12:43:47+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Appareil photo avant,79.9,2026-04-05T12:43:47+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip5?shop=DT060,GALAXY Z FLIP5,Caméra Arriére,89.9,2026-04-05T12:43:47+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5-5g?shop=DT060,GALAXY Z FOLD5 5G,Module Afficheur,779.9,2026-04-05T12:43:57+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5-5g?shop=DT060,GALAXY Z FOLD5 5G,Batterie,89.9,2026-04-05T12:43:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5-5g?shop=DT060,GALAXY Z FOLD5 5G,Appareil photo avant,79.9,2026-04-05T12:43:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5-5g?shop=DT060,GALAXY Z FOLD5 5G,Caméra Arriére,119.9,2026-04-05T12:43:57+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5-5g?shop=DT060,GALAXY Z FOLD5 5G,Connecteur de charge,79.9,2026-04-05T12:43:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold5-5g?shop=DT060,GALAXY Z FOLD5 5G,Haut parleur,59.9,2026-04-05T12:43:57+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold4?shop=DT060,GALAXY Z FOLD4,Ecran Galaxy Z Fold4,699.9,2026-04-05T12:44:06+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold4?shop=DT060,GALAXY Z FOLD4,Batterie,119.9,2026-04-05T12:44:06+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold4?shop=DT060,GALAXY Z FOLD4,Batterie,79.9,2026-04-05T12:44:06+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold4?shop=DT060,GALAXY Z FOLD4,Connecteur de charge,79.9,2026-04-05T12:44:06+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Batterie,69.9,2026-04-05T12:44:11+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Batterie,109.9,2026-04-05T12:44:11+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Micro,69.9,2026-04-05T12:44:11+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Connecteur de charge,69.9,2026-04-05T12:44:11+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Caméra Frontale,69.9,2026-04-05T12:44:11+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Haut parleur,69.9,2026-04-05T12:44:11+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip4-5g?shop=DT060,GALAXY Z FLIP4 5G,Caméra Arriére,129.9,2026-04-05T12:44:11+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Module Affcheur,369.9,2026-04-05T12:44:20+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Batterie,59.9,2026-04-05T12:44:20+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Batterie,89.9,2026-04-05T12:44:20+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Ecouteur,59.9,2026-04-05T12:44:20+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Ecouteur,59.9,2026-04-05T12:44:20+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Caméra Arriére,79.9,2026-04-05T12:44:20+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Caméra Frontale,59.9,2026-04-05T12:44:20+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Haut parleur,59.9,2026-04-05T12:44:20+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip3-5g?shop=DT060,GALAXY Z FLIP3 5G,Connecteur de charge,59.9,2026-04-05T12:44:20+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold3-5g?shop=DT060,GALAXY Z FOLD3 5G,Antenne réseau,699.9,2026-04-05T12:44:31+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold3-5g?shop=DT060,GALAXY Z FOLD3 5G,Batterie,119.9,2026-04-05T12:44:31+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold3-5g?shop=DT060,GALAXY Z FOLD3 5G,Batterie,79.9,2026-04-05T12:44:31+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold3-5g?shop=DT060,GALAXY Z FOLD3 5G,Connecteur de charge,79.9,2026-04-05T12:44:31+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold2-5g?shop=DT060,GALAXY Z FOLD2 5G,Module Afficheur,769.9,2026-04-05T12:44:37+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-fold2-5g?shop=DT060,GALAXY Z FOLD2 5G,Batterie,109.9,2026-04-05T12:44:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold2-5g?shop=DT060,GALAXY Z FOLD2 5G,Batterie,109.9,2026-04-05T12:44:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-fold2-5g?shop=DT060,GALAXY Z FOLD2 5G,Batterie,89.9,2026-04-05T12:44:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Module Afficheur,589.9,2026-04-05T12:44:43+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Batterie,99.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Batterie,99.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Vibreur,69.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Bouton volume,69.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Façade arrière,149.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Caméra Frontale,99.9,2026-04-05T12:44:43+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Ecouteur,49.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Carte Secondaire,89.9,2026-04-05T12:44:43+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Haut parleur,69.9,2026-04-05T12:44:43+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Diagnostique,19.9,2026-04-05T12:44:43+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:44:43+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-z-flip?shop=DT060,GALAXY Z FLIP,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:44:43+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Module Afficheur,769.9,2026-04-05T12:45:00+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Batterie,109.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Batterie,109.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Ecouteur,69.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Haut parleur,69.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Micro,89.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Batterie,89.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Camèra Frontale,99.9,2026-04-05T12:45:00+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Façade arrière,149.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Haut parleur,99.9,2026-04-05T12:45:00+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Diagnostique,19.9,2026-04-05T12:45:00+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:45:00+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold-5g?shop=DT060,GALAXY FOLD 5G,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:45:00+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Module Afficheur Principal,759.9,2026-04-05T12:45:16+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Batterie,99.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Batterie,99.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Ecouteur,69.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Vibreur,69.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Bouton volume,69.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Caméra Frontale,99.9,2026-04-05T12:45:16+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Carte Secondaire,89.9,2026-04-05T12:45:16+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Haut parleur,69.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Appareil photo arrière,199.9,2026-04-05T12:45:16+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Diagnostique,19.9,2026-04-05T12:45:16+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Désoxydation Galaxy A8 2018,79.9,2026-04-05T12:45:16+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-fold?shop=DT060,GALAXY FOLD,Mise à jour logiciel Lumia 535,39.9,2026-04-05T12:45:16+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-a17-5g?shop=DT060,GALAXY A17 5G,Module Afficheur,89.9,2026-04-05T12:45:32+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-a17-5g?shop=DT060,GALAXY A17 5G,Batterie,59.9,2026-04-05T12:45:32+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-a17-5g?shop=DT060,GALAXY A17 5G,Batterie,59.9,2026-04-05T12:45:32+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-a26-5g?shop=DT060,GALAXY A26 5G,Module Afficheur,119.9,2026-04-05T12:45:37+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-a26-5g?shop=DT060,GALAXY A26 5G,Batterie,59.9,2026-04-05T12:45:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-a26-5g?shop=DT060,GALAXY A26 5G,Batterie,69.9,2026-04-05T12:45:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-a26-5g?shop=DT060,GALAXY A26 5G,Appareil photo avant,59.9,2026-04-05T12:45:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-a26-5g?shop=DT060,GALAXY A26 5G,Haut parleur,59.9,2026-04-05T12:45:37+00:00,True
Samsung,https://save.co/reparation/samsung/galaxy-a26-5g?shop=DT060,GALAXY A26 5G,Caméra Arriére,79.9,2026-04-05T12:45:37+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-a36?shop=DT060,GALAXY A36,Module Afficheur,159.9,2026-04-05T12:45:47+00:00,False
Samsung,https://save.co/reparation/samsung/galaxy-a36?shop=DT060,GALAXY A36,Batterie,69.9,2026-04-05T12:45:47+00:00,True
