brand,brand_url,model,repair_type,repair_name,price,repair_name_clean,source_score,device_name,device_clean,repair_clean,device_score,repair_score,price_clean,median_price,is_outlier,match_score,final_score,device_standard,repair_standard
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,34.74,rparation appareil photo avant42,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-m-33-5-g-marseille,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim60,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-m-33-5-g-marseille,samsung,Tiroir carte Sim,tiroir carte sim,34.74,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,2.36,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,2.36,34.74,True,1.2000000000000002,0.0,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Tiroir carte Sim,tiroir carte sim,2.36,tiroir carte sim,0.5,samsung,samsung,tiroir carte sim,1.0,1.0,2.36,34.74,True,1.2000000000000002,0.0,samsung,tiroir carte sim
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,2.36,batterie36,0.5,samsung,samsung,battery,1.0,1.0,2.36,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-pro-marseille,samsung,Batterie,battery,2.36,batterie,0.5,samsung,samsung,battery,1.0,1.0,2.36,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,44.74,batterie,0.5,samsung,samsung,battery,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,44.74,batterie,0.5,samsung,samsung,battery,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,44.74,facade avant10,0.5,samsung,samsung,battery,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-pro-marseille,samsung,Batterie,battery,44.74,batterie,0.5,samsung,samsung,battery,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,89.91,batterie,0.5,samsung,samsung,battery,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,89.91,batterie,0.5,samsung,samsung,battery,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,battery
Samsung,www.phoneandcbd.com,samsung,other,other,89.91,batterie36,0.5,samsung,samsung,other,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,other
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-pro-marseille,samsung,other,other,89.91,other,0.5,samsung,samsung,other,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,other
Samsung,www.phoneandcbd.com,samsung,other,other,44.74,other,0.5,samsung,samsung,other,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,other
Samsung,www.phoneandcbd.com,samsung,other,other,44.74,other,0.5,samsung,samsung,other,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,other
Samsung,www.phoneandcbd.com,samsung,other,other,44.74,facade avant10,0.5,samsung,samsung,other,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,other
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-pro-marseille,samsung,other,other,44.74,other,0.5,samsung,samsung,other,1.0,1.0,44.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,other
Samsung,www.phoneandcbd.com,samsung,other,other,89.91,other,0.5,samsung,samsung,other,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,other
Samsung,www.phoneandcbd.com,samsung,other,other,89.91,other,0.5,samsung,samsung,other,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,other
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,89.91,ecran lcd14,0.5,samsung,samsung,screen,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,screen
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Ecran LCD,screen,89.91,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,89.91,34.74,True,1.2000000000000002,0.0,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,60.11,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,60.11,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,60.11,batterie42,0.5,samsung,samsung,screen,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,screen
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Ecran LCD,screen,60.11,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,60.11,34.74,True,1.2000000000000002,0.0,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,34.74,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,34.74,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,34.74,vibreur10,0.5,samsung,samsung,screen,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Ecran LCD,screen,34.74,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,34.74,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,35.91,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,35.91,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,35.91,vitre tactile16,0.5,samsung,samsung,screen,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-x-cover-4s-marseille,samsung,Ecran LCD,screen,35.91,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,35.91,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,50.32,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,50.32,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Ecran LCD,screen,50.32,ecran lcd,0.5,samsung,samsung,screen,1.0,1.0,50.32,34.74,False,1.2000000000000002,0.6000000000000001,samsung,screen
Samsung,www.phoneandcbd.com,samsung,Batterie,battery,50.32,ecran lcd14,0.5,samsung,samsung,battery,1.0,1.0,50.32,34.74,False,1.2000000000000002,0.6000000000000001,samsung,battery
