brand,model,repair_type,recommended_price,min_price,max_price,average_price,confidence_score,pricing_status,source
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,24.45,,,24.45,0.05613514486280176,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,24.45,,,24.45,0.05613514486280176,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,24.45,,,24.45,0.05613514486280176,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,24.45,,,24.45,0.05613514486280176,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,34.74,,,34.74,0.07976011994002999,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,4.46,,,4.46,0.010239785116077538,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,4.46,,,4.46,0.010239785116077538,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,4.46,,,4.46,0.010239785116077538,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,4.46,,,4.46,0.010239785116077538,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,62.91,,,62.91,0.015084167760679265,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,62.91,,,62.91,0.015084167760679265,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,62.91,,,62.91,0.015084167760679265,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,62.91,,,62.91,0.015084167760679265,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lentille appareil photo,4.46,,,4.46,0.010239785116077538,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lentille appareil photo,4.46,,,4.46,0.010239785116077538,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,89.91,,,89.91,0.0,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,24.45,,,24.45,0.05327997385031958,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,24.45,,,24.45,0.05327997385031958,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,24.45,,,24.45,0.05327997385031958,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,24.45,,,24.45,0.05327997385031958,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,www.phoneandcbd.com
samsung,samsung,bouton home,34.74,,,34.74,0.07570332480818415,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,62.91,,,62.91,0.014316950028490802,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,62.91,,,62.91,0.014316950028490802,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,62.91,,,62.91,0.014316950028490802,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,62.91,,,62.91,0.014316950028490802,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton home,4.46,,,4.46,0.009718964555109419,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,89.91,,,89.91,0.0,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,24.45,,,24.45,0.051536816811119934,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,24.45,,,24.45,0.051536816811119934,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,24.45,,,24.45,0.051536816811119934,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,24.45,,,24.45,0.051536816811119934,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,www.phoneandcbd.com
samsung,samsung,bouton volume,34.74,,,34.74,0.07322654462242563,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,62.91,,,62.91,0.013848543413049424,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,62.91,,,62.91,0.013848543413049424,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,62.91,,,62.91,0.013848543413049424,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,62.91,,,62.91,0.013848543413049424,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,bouton volume,4.46,,,4.46,0.009400989896834145,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,89.91,,,89.91,0.0,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,24.45,,,24.45,0.06487196816099722,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,24.45,,,24.45,0.06487196816099722,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,24.45,,,24.45,0.06487196816099722,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,24.45,,,24.45,0.06487196816099722,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,34.74,,,34.74,0.09217391304347827,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,62.91,,,62.91,0.017431854021175964,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,62.91,,,62.91,0.017431854021175964,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,62.91,,,62.91,0.017431854021175964,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,62.91,,,62.91,0.017431854021175964,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,lecteur interne carte sd,4.46,,,4.46,0.011833496032639982,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,89.91,,,89.91,0.0,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,24.45,,,24.45,0.06799996662578324,weak match,www.phoneandcbd.com
samsung,samsung,nfc,24.45,,,24.45,0.06799996662578324,weak match,www.phoneandcbd.com
samsung,samsung,nfc,24.45,,,24.45,0.06799996662578324,weak match,www.phoneandcbd.com
samsung,samsung,nfc,24.45,,,24.45,0.06799996662578324,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,www.phoneandcbd.com
samsung,samsung,nfc,34.74,,,34.74,0.0966183574879227,weak match,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,62.91,,,62.91,0.018272383669995767,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,62.91,,,62.91,0.018272383669995767,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,62.91,,,62.91,0.018272383669995767,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,62.91,,,62.91,0.018272383669995767,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,nfc,4.46,,,4.46,0.012404083891656164,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,tiroir carte sim,4.46,,,4.46,0.011366651420717648,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,tiroir carte sim,4.46,,,4.46,0.011366651420717648,inconsistent pricing,https://phoneandcbd.fr/collections/reparation-smartphone-samsung/products/reparation-galaxy-a5-2017-marseille
samsung,samsung,tiroir carte sim,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
samsung,samsung,tiroir carte sim,89.91,,,89.91,0.0,inconsistent pricing,www.phoneandcbd.com
