title,url,price,image,source
Samsung Galaxy Y Duos S6102,https://images.priceoye.pk/samsung-galaxy-y-duos-s6102-pakistan-priceoye-100x100.webp,15090.0,https://images.priceoye.pk/samsung-galaxy-y-duos-s6102-pakistan-priceoye-100x100.webp,www.priceoye.com
Samsung Galaxy Nexus I9250,https://images.priceoye.pk/samsung-galaxy-nexus-pakistan-priceoye-100x100.webp,12999.0,https://images.priceoye.pk/samsung-galaxy-nexus-pakistan-priceoye-100x100.webp,www.priceoye.com
Samsung Galaxy E62,https://images.priceoye.pk/samsung-galaxy-e62-pakistan-priceoye-msk8g-100x100.webp,58999.0,https://images.priceoye.pk/samsung-galaxy-e62-pakistan-priceoye-msk8g-100x100.webp,www.priceoye.com
Samsung Galaxy Note 20 FE,https://images.priceoye.pk/samsung-galaxy-note-20-fe-pakistan-priceoye-nnea8-100x100.webp,124999.0,https://images.priceoye.pk/samsung-galaxy-note-20-fe-pakistan-priceoye-nnea8-100x100.webp,www.priceoye.com
Samsung Galaxy M02s,https://images.priceoye.pk/samsung-galaxy-m02s-pakistan-priceoye-a7clj-100x100.webp,21999.0,https://images.priceoye.pk/samsung-galaxy-m02s-pakistan-priceoye-a7clj-100x100.webp,www.priceoye.com
Samsung Galaxy F22,https://images.priceoye.pk/samsung-galaxy-f22-pakistan-priceoye-gnpel-100x100.webp,26999.0,https://images.priceoye.pk/samsung-galaxy-f22-pakistan-priceoye-gnpel-100x100.webp,www.priceoye.com
Samsung Galaxy Note 20 Plus,https://images.priceoye.pk/samsung-galaxy-note-20-plus-pakistan-priceoye-5zctz-100x100.webp,99999.0,https://images.priceoye.pk/samsung-galaxy-note-20-plus-pakistan-priceoye-5zctz-100x100.webp,www.priceoye.com
Samsung Galaxy M41,https://images.priceoye.pk/samsung-galaxy-m41-pakistan-priceoye-6y23x-100x100.webp,46000.0,https://images.priceoye.pk/samsung-galaxy-m41-pakistan-priceoye-6y23x-100x100.webp,www.priceoye.com
Samsung galaxy S11 Lite,https://images.priceoye.pk/samsung-galaxy-s11-lite-pakistan-priceoye-60m7g-100x100.webp,200000.0,https://images.priceoye.pk/samsung-galaxy-s11-lite-pakistan-priceoye-60m7g-100x100.webp,www.priceoye.com
Samsung Galaxy A42 5G,https://images.priceoye.pk/samsung-galaxy-a42-pakistan-priceoye-bl46g-100x100.webp,57999.0,https://images.priceoye.pk/samsung-galaxy-a42-pakistan-priceoye-bl46g-100x100.webp,www.priceoye.com
Samsung Galaxy F41,https://images.priceoye.pk/samsung-galaxy-f41-pakistan-priceoye-2rana-100x100.webp,57999.0,https://images.priceoye.pk/samsung-galaxy-f41-pakistan-priceoye-2rana-100x100.webp,www.priceoye.com
Samsung Galaxy M01 Core,https://images.priceoye.pk/samsung-galaxy-m01-core-pakistan-priceoye-0txd9-100x100.webp,20999.0,https://images.priceoye.pk/samsung-galaxy-m01-core-pakistan-priceoye-0txd9-100x100.webp,www.priceoye.com
Samsung Galaxy Note 21,https://images.priceoye.pk/samsung-galaxy-note-21-pakistan-priceoye-r83bp-100x100.webp,183999.0,https://images.priceoye.pk/samsung-galaxy-note-21-pakistan-priceoye-r83bp-100x100.webp,www.priceoye.com
Samsung Galaxy Z Flip Lite,https://images.priceoye.pk/samsung-galaxy-z-flip-lite-pakistan-priceoye-q57t1-100x100.webp,153999.0,https://images.priceoye.pk/samsung-galaxy-z-flip-lite-pakistan-priceoye-q57t1-100x100.webp,www.priceoye.com
Samsung Galaxy A013,https://images.priceoye.pk/samsung-galaxy-a013-pakistan-priceoye-lknom-100x100.webp,13999.0,https://images.priceoye.pk/samsung-galaxy-a013-pakistan-priceoye-lknom-100x100.webp,www.priceoye.com
Samsung Galaxy A40s,https://images.priceoye.pk/samsung-galaxy-a40s-pakistan-priceoye-sdn9r-100x100.webp,54000.0,https://images.priceoye.pk/samsung-galaxy-a40s-pakistan-priceoye-sdn9r-100x100.webp,www.priceoye.com
Samsung Galaxy Jean2,https://images.priceoye.pk/samsung-galaxy-jean2-pakistan-priceoye-gb3ut-100x100.webp,33300.0,https://images.priceoye.pk/samsung-galaxy-jean2-pakistan-priceoye-gb3ut-100x100.webp,www.priceoye.com
Samsung Galaxy Note 10 Exynos,https://images.priceoye.pk/samsung-galaxy-note-10-exynos-pakistan-priceoye-hd2vz-100x100.webp,169999.0,https://images.priceoye.pk/samsung-galaxy-note-10-exynos-pakistan-priceoye-hd2vz-100x100.webp,www.priceoye.com
Samsung Galaxy S10 5G Exynos,https://images.priceoye.pk/samsung-galaxy-s10-5g-exynos-pakistan-priceoye-l9mwz-100x100.webp,187500.0,https://images.priceoye.pk/samsung-galaxy-s10-5g-exynos-pakistan-priceoye-l9mwz-100x100.webp,www.priceoye.com
Samsung Galaxy S10e Exynos,https://images.priceoye.pk/samsung-galaxy-s10e-exynos-pakistan-priceoye-hjdqc-100x100.webp,125000.0,https://images.priceoye.pk/samsung-galaxy-s10e-exynos-pakistan-priceoye-hjdqc-100x100.webp,www.priceoye.com
Samsung Galaxy Zero,https://images.priceoye.pk/samsung-galaxy-zero-pakistan-priceoye-kk81s-100x100.webp,210000.0,https://images.priceoye.pk/samsung-galaxy-zero-pakistan-priceoye-kk81s-100x100.webp,www.priceoye.com
Samsung Galaxy S7 mini,https://images.priceoye.pk/samsung-galaxy-s7-mini-pakistan-priceoye-eb7fv-100x100.webp,35000.0,https://images.priceoye.pk/samsung-galaxy-s7-mini-pakistan-priceoye-eb7fv-100x100.webp,www.priceoye.com
Samsung Galaxy Fold 2,https://images.priceoye.pk/samsung-galaxy-fold-2-pakistan-priceoye-l2egr-100x100.webp,222800.0,https://images.priceoye.pk/samsung-galaxy-fold-2-pakistan-priceoye-l2egr-100x100.webp,www.priceoye.com
Samsung Galaxy Note 10 5G Exynos,https://images.priceoye.pk/samsung-galaxy-note-10-5g-exynos-pakistan-priceoye-0wj2t-100x100.webp,189999.0,https://images.priceoye.pk/samsung-galaxy-note-10-5g-exynos-pakistan-priceoye-0wj2t-100x100.webp,www.priceoye.com
Samsung Galaxy Amp Prime 3,https://images.priceoye.pk/samsung-galaxy-amp-prime-3-pakistan-priceoye-lhk4c-100x100.webp,24050.0,https://images.priceoye.pk/samsung-galaxy-amp-prime-3-pakistan-priceoye-lhk4c-100x100.webp,www.priceoye.com
Samsung Galaxy On5 (2016),https://images.priceoye.pk/samsung-galaxy-on5-2016-pakistan-priceoye-mxxya-100x100.webp,15999.0,https://images.priceoye.pk/samsung-galaxy-on5-2016-pakistan-priceoye-mxxya-100x100.webp,www.priceoye.com
Samsung Galaxy Xcover 4s,https://images.priceoye.pk/samsung-galaxy-xcover-4s-pakistan-priceoye-z6qp8-100x100.webp,42999.0,https://images.priceoye.pk/samsung-galaxy-xcover-4s-pakistan-priceoye-z6qp8-100x100.webp,www.priceoye.com
Samsung Galaxy M20s,https://images.priceoye.pk/samsung-galaxy-m20s-pakistan-priceoye-pof5w-100x100.webp,31000.0,https://images.priceoye.pk/samsung-galaxy-m20s-pakistan-priceoye-pof5w-100x100.webp,www.priceoye.com
Samsung Galaxy Tab Active Pro,https://images.priceoye.pk/samsung-galaxy-tab-active-pro-pakistan-priceoye-nv2cq-100x100.webp,92400.0,https://images.priceoye.pk/samsung-galaxy-tab-active-pro-pakistan-priceoye-nv2cq-100x100.webp,www.priceoye.com
Samsung Galaxy J2 Pure,https://images.priceoye.pk/samsung-galaxy-j2-pure-pakistan-priceoye-eplq1-100x100.webp,15725.0,https://images.priceoye.pk/samsung-galaxy-j2-pure-pakistan-priceoye-eplq1-100x100.webp,www.priceoye.com
Samsung Galaxy Note10 SD855,https://images.priceoye.pk/samsung-galaxy-note10-sd855-pakistan-priceoye-k4ask-100x100.webp,169999.0,https://images.priceoye.pk/samsung-galaxy-note10-sd855-pakistan-priceoye-k4ask-100x100.webp,www.priceoye.com
Samsung Galaxy S10 Plus SD855,https://images.priceoye.pk/samsung-galaxy-s10-plus-sd855-pakistan-priceoye-oizbs-100x100.webp,217899.0,https://images.priceoye.pk/samsung-galaxy-s10-plus-sd855-pakistan-priceoye-oizbs-100x100.webp,www.priceoye.com
Samsung Galaxy J6 Prime,https://images.priceoye.pk/samsung-galaxy-j6-prime-pakistan-priceoye-kl8vu-100x100.webp,27500.0,https://images.priceoye.pk/samsung-galaxy-j6-prime-pakistan-priceoye-kl8vu-100x100.webp,www.priceoye.com
Samsung Galaxy C10,https://images.priceoye.pk/samsung-galaxy-c10-pakistan-priceoye-5g4qz-100x100.webp,65000.0,https://images.priceoye.pk/samsung-galaxy-c10-pakistan-priceoye-5g4qz-100x100.webp,www.priceoye.com
Samsung Galaxy S9 Active,https://images.priceoye.pk/samsung-galaxy-s9-active-pakistan-priceoye-r7a2r-100x100.webp,91000.0,https://images.priceoye.pk/samsung-galaxy-s9-active-pakistan-priceoye-r7a2r-100x100.webp,www.priceoye.com
Samsung Galaxy A8s,https://images.priceoye.pk/samsung-galaxy-a8s-pakistan-priceoye-yd3h3-100x100.webp,73999.0,https://images.priceoye.pk/samsung-galaxy-a8s-pakistan-priceoye-yd3h3-100x100.webp,www.priceoye.com
Samsung Galaxy S10 plus Exynos,https://images.priceoye.pk/samsung-galaxy-s10-plus-exynos-pakistan-priceoye-yemoi-100x100.webp,219999.0,https://images.priceoye.pk/samsung-galaxy-s10-plus-exynos-pakistan-priceoye-yemoi-100x100.webp,www.priceoye.com
Samsung Galaxy S10e SD855,https://images.priceoye.pk/samsung-galaxy-s10e-sd855-pakistan-priceoye-v9ovu-100x100.webp,125000.0,https://images.priceoye.pk/samsung-galaxy-s10e-sd855-pakistan-priceoye-v9ovu-100x100.webp,www.priceoye.com
Samsung Galaxy J2 Pro (2019),https://images.priceoye.pk/samsung-galaxy-j2-pro-2019-pakistan-priceoye-yvjvq-100x100.webp,26999.0,https://images.priceoye.pk/samsung-galaxy-j2-pro-2019-pakistan-priceoye-yvjvq-100x100.webp,www.priceoye.com
Samsung Galaxy Note 10 Plus Exynos,https://images.priceoye.pk/samsung-galaxy-note-10-plus-exynos-pakistan-priceoye-ak6yp-100x100.webp,195999.0,https://images.priceoye.pk/samsung-galaxy-note-10-plus-exynos-pakistan-priceoye-ak6yp-100x100.webp,www.priceoye.com
Samsung Galaxy Note10 Plus SD855,https://images.priceoye.pk/samsung-galaxy-note10-plus-sd855-pakistan-priceoye-ua0wm-100x100.webp,195999.0,https://images.priceoye.pk/samsung-galaxy-note10-plus-sd855-pakistan-priceoye-ua0wm-100x100.webp,www.priceoye.com
Samsung Galaxy S10 Exynos,https://images.priceoye.pk/samsung-galaxy-s10-exynos-pakistan-priceoye-u1ijx-100x100.webp,139999.0,https://images.priceoye.pk/samsung-galaxy-s10-exynos-pakistan-priceoye-u1ijx-100x100.webp,www.priceoye.com
Samsung Galaxy S8 Lite,https://images.priceoye.pk/samsung-galaxy-s8-lite-pakistan-priceoye-2s4f0-100x100.webp,73999.0,https://images.priceoye.pk/samsung-galaxy-s8-lite-pakistan-priceoye-2s4f0-100x100.webp,www.priceoye.com
Apple Iphone 17 Pro Max,https://images.priceoye.pk/apple-17-pro-max-pakistan-priceoye-5srcg-100x100.webp,519999.0,https://images.priceoye.pk/apple-17-pro-max-pakistan-priceoye-5srcg-100x100.webp,www.priceoye.com
Apple Iphone 17e,https://images.priceoye.pk/apple-iphone-17e-pakistan-priceoye-x97pr-100x100.webp,289000.0,https://images.priceoye.pk/apple-iphone-17e-pakistan-priceoye-x97pr-100x100.webp,www.priceoye.com
Apple Iphone 17 Air,https://images.priceoye.pk/apple-iphone-17-air-pakistan-priceoye-cn5xh-100x100.webp,399999.0,https://images.priceoye.pk/apple-iphone-17-air-pakistan-priceoye-cn5xh-100x100.webp,www.priceoye.com
Apple Iphone 17,https://images.priceoye.pk/apple-iphone-17-pakistan-priceoye-zjqph-100x100.webp,383999.0,https://images.priceoye.pk/apple-iphone-17-pakistan-priceoye-zjqph-100x100.webp,www.priceoye.com
Apple Iphone 17 Pro,https://images.priceoye.pk/apple-iphone-17-pro-pakistan-priceoye-itezs-100x100.webp,489999.0,https://images.priceoye.pk/apple-iphone-17-pro-pakistan-priceoye-itezs-100x100.webp,www.priceoye.com
Apple iPhone 16,https://images.priceoye.pk/apple-iphone-16-pakistan-priceoye-ovpun-100x100.webp,309999.0,https://images.priceoye.pk/apple-iphone-16-pakistan-priceoye-ovpun-100x100.webp,www.priceoye.com
Apple iPhone 16 Pro Max,https://images.priceoye.pk/apple-iphone-16-pro-max-pakistan-priceoye-v0q3c-100x100.webp,509999.0,https://images.priceoye.pk/apple-iphone-16-pro-max-pakistan-priceoye-v0q3c-100x100.webp,www.priceoye.com
Apple iPhone 15,https://images.priceoye.pk/apple-iphone-15-pakistan-priceoye-l41de-100x100.webp,266999.0,https://images.priceoye.pk/apple-iphone-15-pakistan-priceoye-l41de-100x100.webp,www.priceoye.com
Apple iPhone 14,https://images.priceoye.pk/apple-iphone-14-pakistan-priceoye-3j7db-100x100.webp,184999.0,https://images.priceoye.pk/apple-iphone-14-pakistan-priceoye-3j7db-100x100.webp,www.priceoye.com
Apple iPhone 13,https://images.priceoye.pk/apple-iphone-13-pakistan-priceoye-whjtp-100x100.webp,164999.0,https://images.priceoye.pk/apple-iphone-13-pakistan-priceoye-whjtp-100x100.webp,www.priceoye.com
Apple iPhone XS,https://images.priceoye.pk/apple-iphone-xs-pakistan-priceoye-gvoxv-100x100.webp,158999.0,https://images.priceoye.pk/apple-iphone-xs-pakistan-priceoye-gvoxv-100x100.webp,www.priceoye.com
