brand,brand_url,model,repair_type,price,date_Of_Scrapping,repair_type_matched
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,ecouteur,39.9,2026-04-05T12:25:25+00:00,True
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,remplacement camera avant iphone 5c,29.9,2026-04-05T12:25:25+00:00,False
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,bouton on/off,39.9,2026-04-05T12:25:25+00:00,True
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,haut parleur,19.9,2026-04-05T12:25:25+00:00,True
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,appareil photo arrière,39.9,2026-04-05T12:25:25+00:00,True
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,diagnostique,19.9,2026-04-05T12:25:25+00:00,False
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,désoxydation galaxy a8 2018,79.9,2026-04-05T12:25:25+00:00,False
apple,https://save.co/reparation/apple/iphone-5c?shop=DT060,iphone 5c,mise à jour logiciel lumia 535,39.9,2026-04-05T12:25:25+00:00,False
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,module afficheur,49.9,2026-04-05T12:26:24+00:00,False
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,batterie,39.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,bouton volume,39.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,connecteur de charge,49.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,ecouteur,19.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,bouton on/off,29.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,remplacement camera avant iphone 5,19.9,2026-04-05T12:26:24+00:00,False
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,haut parleur,39.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,appareil photo arrière,39.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,vibreur,29.9,2026-04-05T12:26:24+00:00,True
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,diagnostique,19.9,2026-04-05T12:26:24+00:00,False
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,désoxydation galaxy a8 2018,79.9,2026-04-05T12:26:24+00:00,False
apple,https://save.co/reparation/apple/iphone-5?shop=DT060,iphone 5,mise à jour logiciel lumia 535,39.9,2026-04-05T12:26:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25-edge?shop=DT060,galaxy s25 edge,module afficheur,289.9,2026-04-05T12:27:27+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25-edge?shop=DT060,galaxy s25 edge,batterie,59.9,2026-04-05T12:27:27+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-edge?shop=DT060,galaxy s25 edge,batterie,69.9,2026-04-05T12:27:27+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-edge?shop=DT060,galaxy s25 edge,connecteur de charge,49.9,2026-04-05T12:27:27+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-edge?shop=DT060,galaxy s25 edge,appareil photo avant,69.9,2026-04-05T12:27:27+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-edge?shop=DT060,galaxy s25 edge,caméra arriére,129.9,2026-04-05T12:27:27+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,module afficheur,249.89999999999998,2026-04-05T12:28:08+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,batterie,69.9,2026-04-05T12:28:08+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,batterie,99.9,2026-04-05T12:28:08+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,caméra arriére,159.9,2026-04-05T12:28:08+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,connecteur de charge,79.9,2026-04-05T12:28:08+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,appareil photo avant,79.9,2026-04-05T12:28:08+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25?shop=DT060,galaxy s25,haut parleur,49.9,2026-04-05T12:28:08+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,module afficheur,249.89999999999998,2026-04-05T12:28:29+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,batterie,89.9,2026-04-05T12:28:29+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,batterie,89.9,2026-04-05T12:28:29+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,appareil photo avant,79.9,2026-04-05T12:28:29+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,connecteur de charge,79.9,2026-04-05T12:28:29+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,haut parleur,49.9,2026-04-05T12:28:29+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-plus?shop=DT060,galaxy s25 plus,caméra arriére,169.9,2026-04-05T12:28:29+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,module afficheur,319.9,2026-04-05T12:28:49+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,batterie,89.9,2026-04-05T12:28:49+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,batterie,89.9,2026-04-05T12:28:49+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,appareil photo avant,109.9,2026-04-05T12:28:49+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,caméra arriére,289.9,2026-04-05T12:28:49+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,connecteur de charge,79.9,2026-04-05T12:28:49+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s25-ultra?shop=DT060,galaxy s25 ultra,haut parleur,49.9,2026-04-05T12:28:49+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,module afficheur,189.9,2026-04-05T12:29:16+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,batterie,59.9,2026-04-05T12:29:16+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,batterie,69.9,2026-04-05T12:29:16+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,caméra arriére,99.9,2026-04-05T12:29:16+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,appareil photo avant,79.9,2026-04-05T12:29:16+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,connecteur de charge,69.9,2026-04-05T12:29:16+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-fe?shop=DT060,galaxy s24 fe,haut parleur,59.9,2026-04-05T12:29:16+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,module afficheur galaxy s24,299.9,2026-04-05T12:30:20+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,batterie,79.9,2026-04-05T12:30:20+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,batterie,89.9,2026-04-05T12:30:20+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,appareil photo avant,79.9,2026-04-05T12:30:20+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,caméra arriére galaxy s24,119.9,2026-04-05T12:30:20+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,connecteur de charge,69.9,2026-04-05T12:30:20+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24?shop=DT060,galaxy s24,haut parleur,59.9,2026-04-05T12:30:20+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,module afficheur galaxy s24 ultra,419.9,2026-04-05T12:30:41+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,batterie,79.9,2026-04-05T12:30:41+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,batterie,89.9,2026-04-05T12:30:41+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,appareil photo avant,79.9,2026-04-05T12:30:41+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,caméra arriére galaxy s24 ultra,149.9,2026-04-05T12:30:41+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,connecteur de charge,69.9,2026-04-05T12:30:41+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s24-ultra?shop=DT060,galaxy s24 ultra,haut parleur,59.9,2026-04-05T12:30:41+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,module afficheur,189.9,2026-04-05T12:31:14+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,batterie,59.9,2026-04-05T12:31:14+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,batterie,69.9,2026-04-05T12:31:14+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,caméra arriére,99.9,2026-04-05T12:31:14+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,appareil photo avant,79.9,2026-04-05T12:31:14+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,haut parleur,59.9,2026-04-05T12:31:14+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-fe?shop=DT060,galaxy s23 fe,connecteur de charge,69.9,2026-04-05T12:31:14+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,module affcheur,239.9,2026-04-05T12:31:46+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,batterie,79.9,2026-04-05T12:31:46+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,batterie,79.9,2026-04-05T12:31:46+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,caméra frontale,69.9,2026-04-05T12:31:46+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,caméra arriére,159.9,2026-04-05T12:31:46+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,connecteur de charge,59.9,2026-04-05T12:31:46+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23?shop=DT060,galaxy s23,haut parleur,59.9,2026-04-05T12:31:46+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,module affcheur,359.9,2026-04-05T12:32:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,batterie,79.9,2026-04-05T12:32:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,batterie,89.9,2026-04-05T12:32:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,caméra arriére,119.9,2026-04-05T12:32:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,caméra frontale,69.9,2026-04-05T12:32:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,connecteur de charge,59.9,2026-04-05T12:32:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s23-ultra?shop=DT060,galaxy s23 ultra,haut parleur,59.9,2026-04-05T12:32:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,module affcheur,279.9,2026-04-05T12:32:44+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,batterie,69.9,2026-04-05T12:32:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,batterie,79.9,2026-04-05T12:32:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,micro,59.9,2026-04-05T12:32:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,caméra arriére,119.9,2026-04-05T12:32:44+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,caméra frontale,69.9,2026-04-05T12:32:44+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,connecteur de charge,69.9,2026-04-05T12:32:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,ecouteur,59.9,2026-04-05T12:32:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-5g?shop=DT060,galaxy s22 5g,haut parleur,59.9,2026-04-05T12:32:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,module affcheur,329.9,2026-04-05T12:33:44+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,batterie,69.9,2026-04-05T12:33:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,batterie,99.9,2026-04-05T12:33:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,micro,59.9,2026-04-05T12:33:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,caméra frontale,79.9,2026-04-05T12:33:44+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,connecteur de charge,69.9,2026-04-05T12:33:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,caméra arriére,149.9,2026-04-05T12:33:44+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,ecouteur,59.9,2026-04-05T12:33:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s22-ultra-5g?shop=DT060,galaxy s22 ultra 5g,haut parleur,59.9,2026-04-05T12:33:44+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-fe-5g?shop=DT060,galaxy s21 fe 5g,antenne réseau,189.9,2026-04-05T12:34:21+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-fe-5g?shop=DT060,galaxy s21 fe 5g,batterie,69.9,2026-04-05T12:34:21+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-fe-5g?shop=DT060,galaxy s21 fe 5g,batterie,69.9,2026-04-05T12:34:21+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-fe-5g?shop=DT060,galaxy s21 fe 5g,connecteur de charge,69.9,2026-04-05T12:34:21+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-fe?shop=DT060,galaxy s21 fe,antenne réseau,189.9,2026-04-05T12:34:50+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-fe?shop=DT060,galaxy s21 fe,batterie,69.9,2026-04-05T12:34:50+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,module afficheur,349.9,2026-04-05T12:35:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,batterie,79.9,2026-04-05T12:35:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,batterie,99.9,2026-04-05T12:35:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,bouton on/off,39.9,2026-04-05T12:35:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,haut parleur,49.9,2026-04-05T12:35:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,lentille appareil photo,149.9,2026-04-05T12:35:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,camèra frontale 40m,79.9,2026-04-05T12:35:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,batterie,69.9,2026-04-05T12:35:07+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,diagnostique,19.9,2026-04-05T12:35:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,désoxydation galaxy a8 2018,79.9,2026-04-05T12:35:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-ultra-5g?shop=DT060,galaxy s21 ultra 5g,mise à jour logiciel lumia 535,39.9,2026-04-05T12:35:07+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,module afficheur,249.89999999999998,2026-04-05T12:35:36+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,batterie,69.9,2026-04-05T12:35:36+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,batterie,79.9,2026-04-05T12:35:36+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,bouton on/off,49.9,2026-04-05T12:35:36+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,façade arrière,149.9,2026-04-05T12:35:36+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,camèra frontale,69.9,2026-04-05T12:35:36+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,haut parleur,49.9,2026-04-05T12:35:36+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,batterie,69.9,2026-04-05T12:35:36+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,diagnostique,19.9,2026-04-05T12:35:36+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,désoxydation galaxy a8 2018,79.9,2026-04-05T12:35:36+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s21-5g?shop=DT060,galaxy s21 5g,mise à jour logiciel lumia 535,39.9,2026-04-05T12:35:36+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,module afficheur,189.9,2026-04-05T12:36:11+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,batterie,69.9,2026-04-05T12:36:11+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,batterie,69.9,2026-04-05T12:36:11+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,connecteur de charge,49.9,2026-04-05T12:36:11+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,camèra frontale,69.9,2026-04-05T12:36:11+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,haut parleur,49.9,2026-04-05T12:36:11+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,façade arrière,69.9,2026-04-05T12:36:11+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,diagnostique,19.9,2026-04-05T12:36:11+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,désoxydation galaxy a8 2018,79.9,2026-04-05T12:36:11+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe-5g?shop=DT060,galaxy s20 fe 5g,mise à jour logiciel lumia 535,39.9,2026-04-05T12:36:11+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,module afficheur,189.9,2026-04-05T12:37:05+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,batterie,59.9,2026-04-05T12:37:05+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,batterie,69.9,2026-04-05T12:37:05+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,camèra frontale,69.9,2026-04-05T12:37:05+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,haut parleur,49.9,2026-04-05T12:37:05+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,façade arrière,69.9,2026-04-05T12:37:05+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,connecteur de charge,49.9,2026-04-05T12:37:05+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,diagnostique,19.9,2026-04-05T12:37:05+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,désoxydation galaxy a8 2018,79.9,2026-04-05T12:37:05+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-fe?shop=DT060,galaxy s20 fe,mise à jour logiciel lumia 535,39.9,2026-04-05T12:37:05+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,module afficheur,219.9,2026-04-05T12:38:38+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,batterie,49.9,2026-04-05T12:38:38+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,batterie,49.9,2026-04-05T12:38:38+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,haut parleur,49.9,2026-04-05T12:38:38+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,micro,29.9,2026-04-05T12:38:38+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,remplacement camera avant galaxy a71,79.9,2026-04-05T12:38:38+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,haut parleur,49.9,2026-04-05T12:38:38+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,carte secondaire,49.9,2026-04-05T12:38:38+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,nappe de connexion centrale,129.9,2026-04-05T12:38:38+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,diagnostique,19.9,2026-04-05T12:38:38+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,désoxydation galaxy a8 2018,79.9,2026-04-05T12:38:38+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s10-lite?shop=DT060,galaxy s10 lite,mise à jour logiciel lumia 535,39.9,2026-04-05T12:38:38+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,module afficheur,249.89999999999998,2026-04-05T12:39:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,batterie,69.9,2026-04-05T12:39:24+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,batterie,69.9,2026-04-05T12:39:24+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,bouton on/off,49.9,2026-04-05T12:39:24+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,remplacement camera avant galaxy s20,79.9,2026-04-05T12:39:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,caméra arriére,159.9,2026-04-05T12:39:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,connecteur de charge,79.9,2026-04-05T12:39:24+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,haut parleur,49.9,2026-04-05T12:39:24+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,diagnostique,19.9,2026-04-05T12:39:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,désoxydation galaxy a8 2018,79.9,2026-04-05T12:39:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20?shop=DT060,galaxy s20,mise à jour logiciel lumia 535,39.9,2026-04-05T12:39:24+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,galaxy s20 5g,module afficheur,249.89999999999998,2026-04-05T12:39:42+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,galaxy s20 5g,batterie,69.9,2026-04-05T12:39:42+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,galaxy s20 5g,batterie,69.9,2026-04-05T12:39:42+00:00,True
samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,galaxy s20 5g,remplacement camera avant galaxy s20,79.9,2026-04-05T12:39:42+00:00,False
samsung,https://save.co/reparation/samsung/galaxy-s20-5g?shop=DT060,galaxy s20 5g,caméra arriére,159.9,2026-04-05T12:39:42+00:00,False
